Feature,Target
 الحفايض و القواطي وهم يدخلون المساحات عشان يحللون مباراة ويحملون الحكم المسؤليه وظلم ,risky
 الف مبروك لـ الفوز على حامل اللقب بالعلامة الكاملة أداء ومتعة ونتيجة برافو يا زعيم ,Safe
 الف مبروك لعشاق حظ اوفر لعشاق البدلاء دخلوا جوعانين كورة واحبطوا لاعبي الوحده ,Safe
 بلا أي فعالية هجومية، وأغلب اللاعبين الأجانب بحاجة إلى تغيير ,Safe
 نتيجة طبيعية في ظل تواضع مستوى اللاعبين الأجانب بنادي الوحدة وخاصة اللاعب ديفيد بوغيل الذي اشك انه لاعب كرة قدم غياب الشق الهجومي بالوحدة بسبب الصفقات الفاشلة والتي راح تدمر الفريق جولات بدون أهداف من لاعبي هجوم ,Safe
 عناصر ممتازة مع مدرب سيء لذلك النتايج سيئة ، فريقهم محتاج مدرب صح يعرف يوظف اللاعبين وياخذ نتايج ,risky
 افضل حل لنادي انهم يلعبو في الحواري فريق فاااااااشل ,risky
 من حس حظنا ان خصمنا والا كان جات علوم ,Safe
 الاهم من ذلك هو سعود لان اضعف خطوط في فريق هو الاظهره لانه يتقدم دائما لمناطقك اللعب بشكل مثالي راح تسجل ٥ اهداف مشيل وسعود مع بعض اضمن لك بعد توفيق الله الدقيقه ٥٠ الهلال ٢ ٠ ,Safe
 مهاجمنا ثقيل ، ناقصنا مهاجم مثل نياكاتي سابقا وتكون أكثر خطوره على مرمى ,Safe
 الكربي يلعب ظهير ايمين ولا يعرف يرفع كورة صح لاعب ع شوو ماعرف ,Safe
 يستاهل الفرح الأسطورة واخيراً انصفته كرة القدم لاعب اسطوري ولكن الاعلام ظلمه سابقاً ,Safe
 وكالعادة هذا الثلاثي لم ولن يتكرر بكرة القدم سيطرة واستحواذ ومتعة ودفاع كل ما يدور في عالم كرة القدم تم تطبيقه كمتابعين كرة محظوظين جدآ انه استمتعنا صورة استمتع فيها بعد كل بطولة ,Safe
 انا زهقت بطولات مبقتش افرح ,Safe
 عزيزي البرشلوني هل لديكم رئيس بنفس عقليه بيريز؟ هل لديكم مدرب بنفس عقليه الداهيه انشيلوتي؟ ، هل لديكم لاعب بنفس مواصفات كريم العطاء ؟ هل لديكم حارس مرمى بنفس مواصفات كورتوا كل الطرق تؤدي الى لا لا لا لا لا لا هلا مدريد ,Safe
 عمومًا، لا أستغرب حالة الهدوء التي يعيشها الفريق في سوق الانتقالات الحالي، أنظر إلى جميع الأسماء الموجودة، جميعهم أبطال يبذلون كل ما لديهم من أجل تشرّب لقب آخر، الفريق كمجموعة كاملة عبارة عن أسطول حربي متكامل الأوصاف يقوده عرَّاب ماكر ,Safe
 هذا الشي طبيعي لكل لاعب يختار الملكي لإنه اختار البطولات بقدومه للريال يعني تخيلوا الفاشلين ماريانو واسينسيو وفاييخو لديهم في رصيدهم بطولة دوري الابطال ومبابي مع باريس صفر بطولة يعني المختصر محظوظ اللي يختار الريال ,risky
 البرشلوني إذا فاز يحتفل بفوزه و بإنجازه بنفسه المدريدي إذا فاز يترك الاحتفال الي لازم يحتفل فيه و يستانس و يقعد يضحك على برشلونة ، فرق العقليات ,Safe
 انا خبري الشخص الطبيعي إذا يفوز يحتفل بفوز فريقة و لكن الي اجوفه إن من بدال ما يحتفلون قاعدين يضحكون على خصمهم يوم واجه نفس الخصم لما كان وضعه غير مستقر ، اذا فريقك فايز احتفل بفوز فريقك لا يكون همّك خصمك دايماً و نقول لكم مبروك البطولة يالخصم ,Safe
 الف مليون ترليون مبروك لشعب ريال مدريد العظيم لا جديد يذكر ولا قديم يعاد النادي الأعظم في التاريخ وملك أوروبا يحقق البطولة الأوروبية ال ريال مدريد بطل شرف اسبانيا بوجود ريال مدريد يسُتعاد ,Safe
 الف مبروك مدريديستا ,Safe
 مبرووووكك مدريديستا اقسم بالله فخور بهالناديي تنهي الموسم ببطولة وتفتتحه ببطولة الحمدلله على نعمة تشجيع الريال تصحبون على ماتحبون ,Safe
 مايشبعون بطولات ماشاء الله تبارك الله الف مبروك لجميع عشاق الملكي وحظ أوفر لجميع من تمني خسارته ,Safe
 الف مبروك لعشاق الملكي الابيض الكبير نادينا ريال مدريد بطوله السوبر الاوروبي نهايه الموسم الماضي بطوله وبدايه هذا الموسم بطوله هنا تكمن قيمه ريال مدريد ,Safe
 مستحيل اشكك في قدراتك وإمكانياتك أفضل حارس في العالم بدون اي تفكير قدم مباراة اليوم بمستوى كبير امتدادا لمستواه السابق تيبو كورتوا حقق مع ريال مدريد أشياء لا يمكن أن تنسى شكرا للعملاق البلجيكي ,Safe
 فرانكفورت فريق ضعيف جدااااا لو يلعب النصر معهم بيفوز عليهم وهو اضعف فريق سعودي ,risky
 لاعبينا واقفين يتفرجو ولا كأنه اخدو لقب ايه الملل هدا اعطونا الكأس وخلونا نروح ننام ,Safe
 الف مبروووك ياجماهي الملكي بداية خير ان شاء الله ,Safe
 ينهي تغييراته الخمسة دون ان يعطي فرصة للبلجيكي ,Safe
 شفتو ان عندي بعد نظر ,Safe
 يخرب بيت الضحك حارس تافه ,risky
 انا خاقة على شعرااته واللون الجديد ,Safe
 الحمدلله حمداً طيباً مباركاً كثيراً يوافي نعمه ويكافي مزيده ,Safe
 الفريق يلعب بشكل مختلف و مميز ، و اداء مثالي في الشوط الأول ، و لكن يظل الدفاع مشكلة في غياب روديغير و عدم لعب الابا في مركزه الظهير الأيسر ,Safe
 عندي قناعة أن الريال كان عندهم أسلوب لعب وشخصية قوية داخل الميدان في الفترة اللي مسك فيها مورينهو النادي من بعد هذي الحقبة صارت جزئيات بسيطة و بعض الحظ يحدد مصير كثير من المباريات ,Safe
 رائعة هي الابتسامة التي تقول للحزن لن تغلبني وتلك المحاولة التي تقول للفشل لن تتمكن مني وذلك الطموح الذي يقول للإحباط لن تسيطر علي ,Safe
 قبله بحجم السماء للبايرن بضاعتهم عظيمه كروس والان الابا ,Safe
 اذا فاز ببطولة من صالح كرة القدم اقفال هذا النادي الذي سيطر على كل شي ولم يسمح لبقية الانديه بالفوز بالبطولات نادي عظيم اكتسح كل شي ,Safe
 انشلوتي تستقبل اللعب قدام السيتي و باريس وتعتمد على كورتوا مشيناها لكن لا يصير اسلوب لعب طول الموسم وانت عندك ادوات تساعدك تسيطر على وسط اي خصم ,Safe
 وسط ريال مدريد فوضوي هجوميا ودفاعيا سهل اختراقه واستحواذ سلبي بدون صناعه فرص لتشابهه الادوار والاعتماد ٩٩٪ على مهارة فيني فقط ,Safe
